SRR15058638 SRR15058641 SRR15058644 SRR15058645 SRR15058646 SRR15058649 SRR15058619 SRR15058622 SRR15058623 SRR15058624 SRR15058625 SRR15058626 SRR15058627 SRR15058629 SRR15058634 SRR15058636
LOC105371684 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
ELF3 34 17 15 171 24 38 73 87 40 48 62 30 59 93 98 60
MIR6740 4 0 0 1 12 1 3 1 1 0 1 0 0 1 1 1
ELF3.AS1 51 31 5 47 44 54 68 61 44 66 56 34 44 46 44 22
RNPEP 911 708 790 1190 620 1006 1512 1812 1224 1438 2137 797 1332 1277 985 704
RPL10P4 0 3 0 0 0 0 0 0 0 1 0 0 0 0 2 0
SNORA70H 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TIMM17A 178 103 119 854 227 128 587 599 512 616 520 542 541 763 512 383
LMOD1 3 1 1 0 0 1 1 4 1 0 1 0 3 4 1 1
SHISA4 11 8 15 25 4 15 9 21 15 18 41 10 17 18 29 31
MIR6739 10 1 0 4 3 16 7 5 12 11 9 11 8 8 0 1
IPO9 1242 646 385 1154 643 1142 1748 1630 1672 1498 1152 1161 1396 1186 899 819
MIR1231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.501P 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
LOC124904483 49 28 0 1 100 62 10 9 14 13 12 3 3 3 2 3
MIR5191 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0
IPO9.AS1 12 2 3 3 5 9 11 5 6 6 6 4 6 4 7 9
LOC124904482 69 24 18 10 49 79 12 18 19 18 12 7 2 10 8 14
NAV1 150 86 78 121 131 349 202 267 250 269 165 166 167 140 147 143
RPS10P7 22 6 9 17 7 19 24 33 34 29 25 20 35 35 18 19
LOC124904484 1 2 4 0 2 4 1 2 1 0 1 0 2 1 2 0
CSRP1.AS1 112 52 99 47 26 128 148 133 144 92 99 94 170 114 71 72
CSRP1 491 318 449 390 156 513 597 715 782 651 750 455 654 381 381 459
PHLDA3 4 1 23 6 1 3 4 9 12 17 6 1 6 3 7 13
LOC124904582 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TNNI1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
LOC101929343 0 0 9 0 0 0 0 0 0 0 1 0 1 1 0 0
LAD1 0 0 52 1 0 0 1 4 1 5 6 3 1 0 2 4
TNNT2 0 0 7 1 0 1 0 5 0 0 5 0 0 0 0 0
LOC101929326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PKP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
IGFN1 0 0 0 1 1 0 0 0 0 0 0 2 2 1 0 0
TMEM9 139 67 107 506 33 203 232 256 240 241 202 186 235 198 185 200
ASCL5 3 1 1 3 0 3 3 4 3 1 2 2 3 1 6 3
LOC124904481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CACNA1S 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0
LOC101929305 0 0 5 0 0 0 0 0 0 2 5 0 0 2 0 1
KIF21B 3761 1318 4395 7929 827 4108 6295 6843 5941 6491 4764 5051 5757 5835 5145 4632
RNU6.704P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MROH3P 7 0 10 0 0 5 3 1 2 4 2 2 1 5 1 5
INAVA 0 0 1 6 3 3 5 2 3 1 8 1 2 2 1 0
GPR25 27 4 5 23 8 21 6 7 9 10 5 6 24 5 10 3
RPL34P6 0 0 0 2 2 0 1 3 2 1 1 1 0 0 1 3
CAMSAP2 33 43 8 36 67 69 88 112 184 87 55 55 94 60 28 28
DDX59.AS1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
DDX59 310 198 165 455 200 238 521 509 482 526 414 353 448 452 251 213
KIF14 18 23 22 15 39 18 11 11 30 9 70 5 5 10 5 10
LOC107985459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904480 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
LOC124900414 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
ZNF281 402 241 443 817 442 397 1222 1383 1651 1477 2028 1285 1202 1945 967 966
LINC00862 0 0 8 5 1 0 0 0 2 5 6 7 2 7 1 1
LOC124904479 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0
CCNQP1 3 0 0 0 0 2 0 0 0 0 1 0 0 0 1 0
LOC100420255 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
LOC107985244 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
RNU6.570P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NR5A2 0 0 0 1 2 2 2 0 3 0 1 2 0 0 0 1
RNU6.609P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.716P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904853 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100422076 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
RNU6.778P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107985114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107985113 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
LOC105371680 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
EEF1A1P44 0 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0
RPL23AP16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC02789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107985243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01222 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
RPS2P9 0 0 0 0 0 0 0 0 1 1 2 2 2 2 0 0
MIR181A1 0 1 0 0 12 3 0 0 0 0 0 0 0 0 0 0
MIR181B1 4 4 0 0 4 5 0 0 2 0 0 0 0 0 0 0
MIR181A1HG 101 72 25 3 143 110 15 10 18 10 33 12 14 13 19 16
LOC124904478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
PRR13P1 46 25 1 3 35 34 0 7 2 1 1 0 2 3 1 3
NEK7 533 426 354 439 791 424 991 946 1260 1062 1109 910 662 622 290 342
LHX9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C1orf53 0 0 0 2 0 0 3 1 2 3 2 2 4 3 8 5
FAM204BP 29 16 2 1 62 16 2 1 1 6 1 1 4 2 0 0
RPL24P5 3 2 0 3 11 2 0 2 1 1 0 1 0 1 3 0
EEF1A1P32 42 51 2 0 63 28 6 4 1 1 4 3 0 1 0 0
DENND1B 996 781 224 676 1496 734 927 1176 963 1049 843 732 768 518 364 347
MRPS21P3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904477 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
LOC127011 5 2 0 1 0 4 1 0 1 4 0 0 0 0 0 0
CRB1 1 0 1 3 0 8 4 2 6 5 0 1 6 2 1 4
ZBTB41 241 130 45 273 294 135 430 442 454 483 330 276 323 154 110 95
SEPTIN14P12 0 1 0 1 0 2 0 0 1 0 5 1 0 0 0 1
ASPM 23 18 17 43 57 94 52 47 67 50 127 36 47 21 14 16
CFHR1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CFHR3 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
LINC01724 0 0 0 1 8 2 5 0 4 3 3 0 0 0 0 0
LOC105371672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
LOC107985458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.983P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371670 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
EEF1A1P14 39 6 0 7 1 15 12 9 3 7 10 9 4 2 15 18
LOC107985242 43 11 1 3 4 16 12 11 12 11 9 3 7 2 2 8
LOC124904476 1 3 0 1 0 1 0 0 1 1 2 1 1 1 0 0
RPL23AP22 10 4 0 0 0 4 0 0 0 0 0 0 0 0 0 0
LOC124904676 9 0 0 0 0 7 2 1 0 0 0 1 0 0 2 0
LOC124904475 89 11 3 1 13 20 9 19 26 14 9 7 9 3 4 13
LINC01031 8 4 0 1 8 1 0 2 0 1 1 3 1 0 0 0
B3GALT2 90 69 8 6 148 66 9 3 8 8 12 2 4 5 1 1
MIR1278 1 2 2 0 5 0 1 1 3 0 0 0 0 1 0 0
CDC73 718 390 256 503 885 513 851 873 1047 1042 925 686 658 607 364 330
LOC124904474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
GLRX2 22 14 22 31 24 10 87 66 92 68 68 52 75 50 35 32
RO60 997 575 198 1324 1487 665 1657 1739 1593 1760 1429 1291 1401 1031 520 467
SCARNA18B 0 0 0 1 5 2 0 1 1 0 2 0 0 0 2 0
UCHL5 219 141 61 498 206 194 478 501 552 435 439 335 413 215 166 181
ZNF101P2 15 19 7 2 5 38 10 2 10 4 5 7 1 1 1 6
RGS2.AS1 6 1 6 18 7 3 3 5 6 0 8 2 3 5 2 1
RN7SKP126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371667 0 0 0 4 0 1 0 0 0 0 1 0 0 1 0 0
LOC105371668 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RGS2 966 733 4317 4291 655 617 3319 4406 5736 8781 11127 5200 4267 20235 2851 3168
LOC100130137 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
LOC105371665 4 0 1 1 0 1 1 0 0 0 0 1 1 2 4 1
MIR4426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPS27AP5 2 2 0 50 1 3 41 23 31 25 32 14 15 14 25 9
RGS13 2 4 1 3 9 1 9 11 9 7 10 13 6 9 3 1
LOC107985241 6 3 4 0 2 2 8 7 2 4 0 9 2 1 0 4
RGS1 463 444 73 2636 528 108 1610 929 640 1294 970 1861 683 833 397 350
LOC105371664 4 1 1 3 0 1 4 1 0 1 1 0 0 7 4 0
LOC124904472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904473 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
RGS21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC647150 1 0 0 4 4 0 6 2 8 7 5 2 2 4 3 1
LOC105371662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RGS18 3595 2117 2858 19177 6667 808 3709 1795 1497 3200 1621 2347 1772 1236 1368 836
LOC105371661 282 192 101 387 229 52 197 109 85 125 48 94 134 103 132 76
LINC01680 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HNRNPA1P46 0 0 0 3 0 0 0 0 0 2 2 0 1 0 0 0
LINC01720 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BRINP3.DT 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BRINP3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC647132 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
LINC01701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNA5SP73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
GAPDHP75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CLPTM1LP1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RPS3AP9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100533732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100421343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RN7SKP156 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100129274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SLC4A1APP2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100967224 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FDPSP1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
LOC105371656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01037 1 0 0 2 3 3 1 2 1 0 1 0 0 2 0 1
LOC105371655 3 0 0 0 7 1 0 0 0 0 1 0 0 0 0 0
LINC01036 12 0 6 0 8 4 0 5 3 1 3 3 1 2 3 0
PLA2G4A 99 93 57 15 128 76 56 68 70 76 101 34 49 40 54 28
PACERR 2 2 16 0 0 0 0 0 0 1 0 0 2 6 1 0
PTGS2 113 199 1326 142 181 42 137 277 505 790 1461 775 277 8896 621 441
LOC100131939 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0
PDC 0 0 0 1 0 4 1 10 7 4 0 0 3 1 1 0
PDC.AS1 3 4 3 3 9 5 2 4 13 3 4 3 3 1 1 2
ODR4 316 177 82 440 407 257 630 606 586 604 492 437 458 634 286 265
RNU6.1240P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TPR 1971 1310 369 2602 1532 1785 4407 4411 4977 4976 4646 3776 4028 2912 1925 1873
PRG4 5 3 2 16 0 6 12 4 12 16 8 7 9 9 3 0
LOC124904471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HMCN1 3 2 11 0 4 9 20 55 24 10 11 13 33 1 1 31
GS1.204I12.4 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0 0
LINC01350 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
LOC107985239 0 1 5 0 1 0 1 1 2 0 0 0 0 0 0 3
MCRIP2P2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
RNU7.183P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
GS1.279B7.1 1 5 2 0 5 2 0 0 1 5 1 0 1 4 2 1
LOC124904470 13 15 308 52 9 14 39 38 33 64 62 55 28 237 44 43
IVNS1ABP 2465 1521 3204 4538 3247 1110 4833 4578 6780 6634 9255 5783 4313 11696 2956 3202
LOC100422414 11 5 5 6 4 11 25 15 26 24 15 12 7 7 5 16
LOC105371651 93 39 16 186 70 81 300 314 437 386 360 235 276 385 157 174
RPL5P5 1 2 0 2 0 1 2 3 0 2 0 2 2 1 0 0
RPL22P24 4 4 1 7 3 4 14 10 7 17 12 7 7 12 2 1
SWT1 143 105 123 147 266 124 284 250 345 357 292 227 239 295 96 99
TRMT1L 129 57 260 70 77 117 212 208 288 233 204 138 161 160 91 76
FTH1P25 21 6 0 0 13 7 1 1 1 2 1 0 0 0 0 0
RNF2 264 151 86 327 214 239 307 290 276 338 296 185 242 148 96 115
RNA5SP72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904469 1051 577 96 47 898 594 94 180 82 166 130 49 56 58 19 28
RNU7.13P 1 0 0 0 13 0 2 4 0 3 1 2 0 6 0 0
LOC107985238 44 17 13 2 51 15 4 11 7 5 12 7 4 17 2 3
NIBAN1 1984 1074 4485 1428 1378 1654 1934 2593 2069 3319 4603 3226 2015 4578 1165 1492
LOC105371649 18 12 6 1 3 13 3 2 2 2 8 1 3 2 3 1
EDEM3 488 201 337 768 366 528 1023 896 1108 1017 1069 717 759 716 368 338
LOC105371648 0 0 2 2 3 0 4 14 4 5 1 3 3 4 3 1
LOC124904468 1 0 8 0 0 7 8 8 0 6 1 3 1 0 1 0
LOC107985236 31 24 17 6 47 89 189 267 250 205 152 169 221 110 57 47
LOC100129573 10 7 1 1 9 17 0 0 4 0 1 0 0 1 0 2
C1orf21 207 141 170 281 235 357 1363 1840 1775 1200 942 1446 1502 539 415 340
C1orf21.DT 2 0 2 3 0 3 15 8 7 10 2 14 4 2 6 2
RN7SL654P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC124904466 0 2 5 0 0 0 0 0 2 1 0 0 0 3 0 0
LOC102724830 1 4 4 20 4 6 31 25 16 27 4 13 27 15 5 5
TSEN15 163 87 51 450 161 134 566 590 533 490 438 343 432 202 154 164
COLGALT2 22 13 51 31 31 76 205 387 239 310 127 52 173 71 78 150
LOC100420254 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
APOBEC4 6 2 1 0 0 0 0 1 1 0 1 1 1 2 1 0
RGL1 531 628 258 26 315 228 69 62 64 79 62 47 66 49 41 47
ARPC5 1276 840 1552 1207 2385 884 2280 2275 3126 2930 3527 1516 1618 1481 820 739
LOC100526839 16 9 81 6 39 10 4 3 6 9 10 3 3 8 5 3
NCF2 4251 3546 15342 2070 2979 3432 4072 4492 6495 7298 10819 4141 4323 7250 4210 3844
SMG7 1817 1230 1460 2980 1211 1577 3111 2842 3300 3184 3293 2160 2645 2369 1464 1418
SMG7.AS1 17 13 57 11 5 14 27 22 18 15 24 21 20 24 13 17
LOC105371646 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
RPS3AP8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NMNAT2 2 0 2 1 1 0 2 4 7 0 5 2 2 7 3 6
LAMC2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LAMC1.AS1 0 0 0 0 0 1 7 1 11 0 0 2 0 1 3 2
LAMC1 267 49 83 58 37 86 322 272 334 137 97 59 179 109 134 134
RNU6.41P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KRT18P28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100271717 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNA5SP71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HMGN1P4 0 0 0 9 0 0 0 4 0 3 4 1 1 0 1 1
SHCBP1L 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
DHX9 2377 1445 547 5952 1775 2003 4504 3911 4313 4570 3831 3248 4124 4674 3163 2794
DHX9.AS1 56 29 20 16 66 28 50 47 65 57 69 46 65 43 11 17
NPL 403 249 660 123 412 305 319 431 628 722 1065 470 468 617 274 405
LOC100421471 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RGS8 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 3
LINC01686 0 2 9 11 0 1 10 0 3 4 2 3 0 0 3 2
RGS16 11 6 39 210 34 5 64 11 5 30 4 53 50 56 17 11
RNASEL 150 74 703 98 78 174 172 169 197 206 196 120 170 176 55 81
RGSL1 0 0 1 0 0 3 0 0 0 3 1 2 1 0 1 0
TEDDM2P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC00272 0 0 0 0 0 3 1 2 1 0 0 0 1 0 0 0
TEDDM1 3 1 28 0 2 5 2 4 0 2 1 0 1 1 1 0
GLUL 5029 4823 14356 6152 6433 3048 4249 6320 8003 11674 19381 10068 6708 28261 7168 8356
EIF1P3 4 2 4 24 2 1 15 11 19 13 14 20 17 22 18 20
RPL18P2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU6.152P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
YPEL5P1 0 0 2 0 0 0 0 0 1 0 2 3 0 1 0 0
LOC105371642 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
ZNF648 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
LOC105371640 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0
RN7SKP229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNA5SP70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC107985232 0 2 0 0 2 0 1 1 0 0 1 0 0 0 0 0
CACNA1E 6 16 222 18 6 2 5 13 20 27 183 48 13 99 16 37
LOC107985454 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
LINC01699 0 1 1 0 2 0 0 0 0 0 0 0 1 1 0 0
LINC01732 1 5 0 1 0 2 0 1 2 6 1 1 2 0 1 1
IER5 1312 1424 5038 5165 1187 1133 5674 3893 3723 4860 4306 4613 4439 11173 9150 6690
LOC124904465 0 0 17 4 1 2 2 0 3 2 1 0 1 8 3 4
MR1 869 668 945 860 717 748 984 900 1062 1030 1259 665 979 858 672 450
STX6 592 397 650 774 806 447 593 625 667 746 660 492 522 399 262 290
MR1P1 125 83 66 13 95 69 37 44 48 42 41 26 35 21 26 12
KIAA1614.AS1 4 0 25 0 0 7 1 1 2 4 0 3 0 0 0 0
LOC107985231 19 2 24 4 0 13 6 4 7 7 4 4 5 5 3 0
KIAA1614 61 17 116 9 16 80 26 27 40 47 28 28 24 26 20 22
LOC124904464 81 27 3 11 98 111 34 36 37 38 32 27 22 20 7 9
LOC124904687 0 2 0 0 0 11 0 0 0 0 0 0 0 0 2 1
XPR1 591 388 159 556 541 485 821 882 950 839 703 603 754 671 450 403
LOC124904658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
OVAAL 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR3121 0 6 0 0 0 0 0 0 1 1 0 0 0 0 0 0
VDAC1P4 12 19 2 1 14 19 2 1 0 0 2 1 0 0 2 0
LOC105371637 87 51 5 23 66 74 20 27 19 21 19 14 23 10 8 3
LOC124904702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LHX4.AS1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ACBD6 250 134 153 566 112 429 785 680 749 653 621 466 548 411 400 376
LHX4 4 3 4 0 0 7 2 2 3 0 3 1 0 3 4 0
QSOX1 1180 928 1264 1877 824 1028 1824 1547 1828 2169 2344 1133 1594 1984 2063 2173
LOC105371636 1 2 49 0 1 0 0 2 0 1 3 1 1 2 2 3
RPS24P5 5 12 2 0 22 2 3 0 0 1 0 0 1 1 0 0
RPSAP16 51 23 8 6 35 79 16 15 16 10 12 5 3 15 11 13
CEP350 2089 1207 478 1631 1609 2338 2838 2912 3357 3123 2634 2153 2382 1754 1001 927
LOC101928933 0 1 0 4 4 3 1 1 3 0 0 0 1 2 0 0
RN7SL230P 19 9 19 1 12 24 4 2 3 2 0 1 1 4 4 0
TOR1AIP1 692 449 557 1654 700 551 1268 1253 1385 1556 1367 1076 1283 2118 1051 862
TOR1AIP2 662 410 573 1491 697 683 1229 1100 1195 1291 1495 930 1059 1615 1175 934
LOC124904463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC02818 1 1 2 1 2 2 1 1 2 2 3 2 0 5 1 0
LOC105371634 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0
MIR12116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FAM163A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TDRD5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
LOC126860 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
RNU5F.2P 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NPHS2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HNRNPA1P54 0 0 0 0 0 0 3 2 6 1 1 2 2 2 1 0
MEF2AP1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0
AXDND1 3 0 6 4 0 3 1 1 1 1 0 4 5 5 1 1
LOC100420262 33 24 8 1 29 20 4 5 1 3 1 1 0 2 2 1
SOAT1 1047 615 327 1401 1223 663 1337 1595 1449 1352 1527 957 1394 1562 767 645
RPL39P11 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
COX5BP8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC100499223 37 22 14 0 20 30 5 5 2 1 0 0 1 2 0 0
EIF4A1P11 2 2 2 0 7 8 1 1 1 2 0 0 2 0 0 0
LOC124900429 1 2 0 0 5 1 0 0 0 0 0 0 0 0 1 0
LOC124900432 3 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1
SETP10 18 11 0 0 22 13 1 0 0 0 2 0 0 0 0 0
ABL2 793 371 404 587 435 728 972 919 914 889 639 703 709 948 452 380
TOR3A 349 272 469 1471 258 447 934 719 874 799 782 596 766 698 529 470
RPS26P16 41 21 4 3 15 20 27 27 26 28 21 7 16 19 7 10
FAM20B 611 435 284 639 654 459 746 857 799 758 697 379 585 484 326 236
LOC102724754 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
ANGPTL1 52 33 7 17 79 93 53 24 67 48 27 12 21 24 2 11
LOC124904462 2 1 0 0 9 1 0 0 1 0 0 0 0 0 0 0
PTPN2P1 31 14 10 6 18 10 5 2 6 8 6 7 3 2 1 6
RALGPS2 631 341 71 899 977 597 2703 1488 2516 1905 1260 971 1706 1605 452 507
LOC124904461 12 2 2 4 1 2 7 6 6 4 3 1 4 2 1 0
TRUND.NNN7.1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
MIR4424 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
RNA5SP69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371632 44 51 11 4 50 131 64 45 75 43 15 25 29 34 11 20
C1orf220 14 9 5 8 6 27 13 17 28 25 11 9 12 4 5 5
LOC124904460 1 0 3 2 0 3 8 2 3 0 0 1 0 3 1 2
LOC105371631 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
TEX35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC101928866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CLEC20A 1 0 0 5 2 4 8 6 7 9 1 1 9 1 1 4
RPS14P2 44 30 0 659 0 117 781 214 339 287 233 2 333 0 3 0
LOC105371629 0 0 0 1 0 4 3 0 1 3 0 2 2 0 0 0
LOC105371630 10 10 5 1 31 5 4 0 2 2 0 0 1 0 2 0
RASAL2 39 8 5 8 46 26 35 66 43 61 70 25 46 24 40 23
RASAL2.AS1 1 3 2 0 1 1 1 0 1 0 3 0 0 1 1 1
LOC124904459 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
CRYZL2P 32 15 3 25 24 14 87 85 65 66 117 35 81 51 41 39
SEC16B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CRYZL2P.SEC16B 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
LINC01741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LINC01645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LOC105371625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BRINP2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MIR488 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ASTN1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
PTP4A1P7 3 0 2 0 2 0 2 1 0 0 0 0 0 1 0 0
PAPPA2 1 0 3 3 2 0 1 2 2 1 0 3 3 1 1 2
